context_id,context_note
1553,"NE wall of aisle along edge of Room 1, House 1. Section 342 showed a similar dirty clay bond between the flints as represented in Section 343 of wall 1165 therefore 1165 and 1553 are similar in construction. Section no: 342 N.B.  2002 change in stratigraphy (1153 being at the top)   1553 ---(3979) clay bond----[3980]"
1561,"Could be a truncated post hole but unclear, may be a natural depression."
1561,Feature cut into yellow clay and filled with (1546).
1561,"Oval/extended circle  but irregular  with shallow break from edge to bottom at east end, but clear angular corners at west end.  E-W 32cm, N-S 20cm.  Gently undulating base and clear edge definition."
1563,Gravel layer seen throughout  sections in diagonal building.
1563,"Light grey brown,silt/gravel, compact  containing >70&#037; stones, sub rounded, 2mm-6cm 170cm wide, 60cm deep Good edge definition  S"
1563,"Similar to 1606 and butts against 1238. Could be a deliberate dump to raise floor level, or natural."
1564,Gravel foundation layer below 1015.
1564,No card
1565,"Earlier phase of wall below 1564, presumably house 1."
1565,No card
1565,No card and no plan
1580,"1. Greyish brown   2. Friable  3. Silty clay loam   4. 5-15% gravel, pottery, charcoal and red tile, sub angular, 6-20mm 56cm x 31cm x 12cm Diffuse edge definition"
1580,Cut by foundation trench to north wall of Building 1.
1580,Possible post pit with similar fill to 1518 and 1517.
1582,"1. Dark brown   2. Soft / friable   3. Silty sand   4. 5-15% gravel and CBM, sub angular, 6-20mm 55cm x 60cm x 20cm deep"
1582,Posthole / pit cut by Victorian Trench 1577 and foundation trench.
1583,"3 courses of a wall of roughly faced large flints, most of which measure over 200mm in width Bonded by gravelly soil (5Y 5/1 grey) (S-R) ranging in size from 2mm to 6cm Quite clear edge definition."
1583,Flint wall
1583,"Flint wall - three courses in places with foundations more extensive than rest of the wall. Initially thought to be a repair to wall 1015, but was re-interpreted in 2001. It was found that part of  wall 1583 was actually part 1015. This leaves part of 1583 as a section of wall (same as 1168 but truncated by feature west of Room 3). Plans have been altered accordingly. In 2003, the flints were removed leaving large limestone. It is now seen as southern extension of flint foundation into link room. It is mirrored on the southern side of the link room by a single course of flints overlying earlier link room floor surface. Western wall of flint phase room truncated by late Roman activity (CB 2003). Section no: 86"
1584,"1. Circular but cut in half by wall trench 2.3. 33cm x 54cm x 12cm  Sharp break of slope at top, variable edges gradual break os slope at base, undulating base."
1584,Cut for post hole/pit containing (1580).
1589,1. truncated by Victorian trenches 3. 58cm x 65cm x 27cm Variable breaks of slope and sides with an undulating / rounded base.
1589,Cut for possible post pit with fill (1582).
1589,Quarter of feature remaining.cut by wall/Victorian trenches.
1605,"1. White   2. Friable   3. Slightly clayey sand   4. 15-35% gravel, sub angular to sub rounded, 2mm-6cm thickness 33-14cm Reasonably clear"
1605,"White gravel deposit, not excavated just shown as section in pit 1019."
1606,"1. Black   2. Quite compact and hard   3. Sandy clay. 4. 15-35% gravel, sub angular to sub rounded, 2mm-6cm"
1606,"Gravel deposit, not excavated but seen in pit 1019"
1606,May extend througout diagonal building. 12-20cm
1607,"Clay lense fill of wall repair 1615, house 1, around wall 1583."
1607,No plan
1607,"Yellow, friable, silty clay containing 5-15&#037;, sub angular and 2-20mm 5. 72cm long x 10cm Clear edge definition"
1608,May extend throughout diagonal building and cuts gravel 1617. seen in pit (1019).
1608,Possible floor cut
1608,"Shape unknown. 30cm at deepest, 110cm wide at top. Reasonably sharp break of slope at top, rounded sides, gentle break of slope and curved base.  Clear edge definition on rounded side and reasonably clear on other side."
1609,"1. Very dark grey  2. Soft and flexible when wet   3. Clayey silty sand 4. 5-15% gravel, sub angular and 6mm-6cm 25cm thick, extent unknown as just an observation in pit cut 1019"
1609,"Gravel underlying wall, backfilling from foundation cut. Not excavated"
1615,"1 and 2 unknown 3. 28-55cm deep, extent unknown break of slopes are variable and sides also variable base is uneven Edge definition, ranging from clear to quite fuzzy. l"
1615,"Cut for wall repair, house 1, containing wall 1583"
1615,Not fully excavated. Observations from what is visible in pit. Cut out NW corner of Room 3 repairing walls 1015 and 1168.
1616,"1. Pale yellow   2. Hard but pliable   3. Slightly silty clay 4. 1-5%, sub angular to rounded, 2mm-6cm 5. extent uncertain as observations made from pit. 110-130 wide at least at top"
1616,Yellow make up fill below flint floor of room in Diagonal building.  Not excavated.
1617,"1. Dark olive grey   2. Friable   3. Gravelly sandy silt  4. 35-70% gravel, all roundedness and 2mm - 6cm 20cm-38cm thick Reasonably clear edge defintion"
1617,Gravel dump not excavated but shown in section of pit 1019
1622,"1. Mid greyish brown   2. Sandy silt  3. Loose   4. 15-35&#037; sub angular to sub rounded, 6mm -6cm with flecks of charcoal and CBM 4-5cm thick, x 110 x 90cm"
1622,Fill of possible fire pit [1629].
1622,"Possible fill of a fire pit, found within burnt clay floor in corridor at NE of diagonal building."
1626,". Sub sqarare   2. Rounded   3. 370cm x 270cm wide x 15cm deep 4. Sharp in NW, gradual in south 7. Flat base"
1626,Cut for wide shallow scoop in east end of Room 4.
1626,Possibly associated with feature cut at lower level.
1629,Filled by burnt material / gravel. Found within clay floor of corridor in NE area of diagonal building.
1629,Possible cut or scoop containing (1622).
1629,Sub circular   9.5cm deep x 110 x 90cm  Gradual slopes with concave base
1636,"Cut representing the robbing of wall foundations 2124=2125, interpreted in 1998 as a Victorian trench as it cuts from quite high up in the sequence. However, it reached to the top of the bottom course (footings) of wall 2124. Most of the top courses have been robbed out. Much later episode of robbing of the walls of the square house than the robbing represented by trenches [3708] and [4017] unless the Victorians tried to expose the wall, but didn't make it all the way to the footings. No sign of the two cuts (i.e. Victorian on top of robber), but this could have been removed as one in 1998. Strat below 1766; Strat above 1757, 2124=2125 Plan no: 2.01"
1636,Linear in plan measuring 4.70m long  x 0.55m wide x >0.40m deep.
1636,"Victorian trench cut on boundary of rooms 4/5, filled with (1766)."
1640,160cm x 120cm diameter. No inclusions Clear edge definition.
1640,Hearth feature consisting of vitrified CBM and dark earth spread.
1640,Left in situ appears to be incorporated with gravel yard surface.
1654,NE end of diagonal building. Section 89.
1654,Thick charcoal deposit over burnt clay in corridor.
1654,"Very dark grey, sandy silt, loose/soft and containing 5-15&#037; gravel and 90&#037; charcoal, sub rounded to rounded, 2-6mm 4cm thick x 80cm x 70cm"
1656,Begins at edge of 1580 and stretches northeastwards up the baulk
1656,"Dark greyish brown, friable / hard, clayey sand containing 3&#037; CBM, 1&#037; charcoal, 20&#037; gravel, sub angular, 2-6cm Thickness varies from 0.5cm-20cm"
1656,Layer of dark earth in areas 16A/B.
1664,"Crudely constructed wall - NW frontage of diagonal building, house 1. Renumbered from 1183/1138"
1664,Crudely constructed wall consisting of mainly CBM and badly laid flint 'tacked' onto building. Makes up part of the outer aisle of House 1. There is no evidence that it extends any further in either direction and does not seem to continue along house wall SW (possibly because it was robbed out). 1664 is cut through by later pit [1634]. Section no: 383
1664,Flint and CBM bonded with clay but no evidence of mortar Flints measure c. 19 x 13 x 10cm and are not modified or dressed  Direction of face(s): NE - SW Crudely constructed
1671,"Brown, Compact, sandy clay  containing 15-35&#037; gravel, sub rounded, 6-20mm."
1671,Crushed tile floor surface along South frontage of House 1.
1671,Fully removed. Planned as 14.04
1679,"Contains large amounts of plant remains, charcoal and tiny bone fragments."
1679,"Dark, friable  silty loam   5-15&#037; inclusions, sub angular and 2mm-6cm  30cm thick x 45cm diameter, clear edge definition"
1679,Possible Roman fill of [1699].
1681,Yellow edge of pit [1680].
1681,Yellow sandy clay  Deposit of varying thickness. Very high &#037; of clay.
1687,May have been caused by worm and plough action.
1687,Possible floor of Room 4.
1688,1. Black  2. Charcoal 40cm x 50cm x 45mm thick
1688,"Charcoal layer, extending from NE edge of pit [1021]."
1688,Seen on N edge of cut [1021] underlying clay lining the pit.
1699,Roughly circular  with no corners 45cm diameter x 95cm deep although fill not seen all the way up. Sides nearly vertical and base concave.
1699,Small pit containing first century pottery and (1679).
1699,Truncated by pit 1438 cutting NW corner of diagonal building partially excavated.
1700,Linear trench with a ragged and irregular cut.  740cm long by 110cm wide by 20cm deep. Runs along line of wall 1187.
1700,"Robber trench. Removed down to one course of flint wall, and backfilled with material similar to floor make up in rooms 6 and 7."
1703,Beneath clay floor. 50cm diameter
1703,"Recorded as will probably be lost in 1999 site clearance. Only post pads/pipe visible filled with 9 flints, 15cm approximately."
1703,"Unexcavated post hole/pipe, S frontage of diagonal building"
1706,45cm wide x 25-33cm long
1706,"Flint wall with many clay inclusions and cut  by pit 1707, house 1&#063;"
1706,Set into yellow clay layer Wall return heading NW from wall 1552 at 90 degrees. Porch entrance wall possibly.
1712,"1.Mid greyish brown   2. Firm   3. Fine sandy silt  4. 5-15% flints, sub angular to sub rounded, 2-6mm 76cm wide x 11cm deep Unclear edge definition"
1712,Deposit revealed when base of pit 1666 overcut. Not fully removed.
1712,No stratigraphic relationships?
1714,"1. Light yellow grey 2. Friable  3. Sandy clay  4. 15-35% sub angular to sub rounded, bands of small gravel, 6-10cm."
1714,Make up layer of yellow clay and brick earth.
1714,Uppermost surviving make-up level within the diagonal building.
1715,"1. Yellow grey sandy clay and mid brownish grey silty sand  with 40% gravel inclusions, sub angular to sub rounded, 6mm-6cm. 10-55cm thick."
1715,Layer (and fill of 1722) seen elsewhere within diagonal building.
1715,"Sloping down in section towards east. Seen insection of pit cut [1295]. General dumping layer and mixture of clay, brick earth and gravel."
1716,1. Mid brownish grey   2. Friable   3. Silty sand  4. 50% sub angular to sub rounded gravel 2mm-60mm in size 10cm-20cm thick.
1716,Layer seen in [1295] in S entrance porch area of diagonal building.
1716,Seen elsewhere within building and in other pit cuts.
1717,Also observed a similar or same deposit in other cuts of pits within diagonal building. Patchy rather than a continuous layer. 18/07/02 Update: Clay layer (1717) under (3683)=(1716) which was a dirty clay spread and is probably an occupational deposit but contained barely any finds. Strat above (1718). Completely removed in 2005. Plan no: 15.95
1717,Occupation deposit
1717,"Soft-fraible, light grey / yellow sandy clay   Inclusions: 15% stones (S-R) (R) (6-20mm) (2-6cm);  1% CBM 10cm thick for 3m"
1718,Occupation deposit
1718,"Soft, mid-brown / grey silty sand<br />  <p class=',
783,"
1719,"Friable, light grey / yellow clayey silt Inclusions: 15-35% stones (S-A) (2-6cm);&nbsp; 5% bone<br /> Extent: 2.54m x 0.92m;&nbsp;&nbsp; Thickness: 0.05m Clear edge definition"
1719,Occupation layer
1719,"Occupation layer slumping partly into pit [1722]. Originally identified and part-excavated in 1998 where it was seen throughout the section in the porch area and in cuts of pits throughout diagonal building. Wall flints 1552 and 1706 were set into this. Similar to (1717), (1715) and (1723) although not stratigraphically the same. Strat below (6876), (6877), (1716), (1717). Cut by [1459], [1650], [1707], [2057]. Completely removed in 2006.Plan no: 15.201Section no: 102 Sample no: 1598 (XRF) Accuracy rating - 4"
