ID,PID,CONTEXT,TYPE,FILL_OF,EXMETHOD,DESCRIP,COMPSN,NOTES
553,C553,1488,F,0,,Secondary fill of robber trench 1535.,"1. dark grey  2.  silty clay   35-70&#037; gravel and CBM, of all roundedness, 2mm - 6cm 4.3m NS x 1.1m EW Contains 5-15&#037; gravel pebbles, subangular to sub rounded and 2-6cm and charcoal.",Cut by Victorian trench 1124. Context has now been completely removed. Plan numbers 16.01 and 16.03 and section 112.
563,C563,1498,D,0,,Possible floor levelling in sub square pit 1626.,"1. Dark grey brown   2. Friable / loose  3. Gritty silty sand  4. >70% gravels and small flints, sub rounded, 6-20mm. 5. 370cm x 270cm x 15cm thick",No other notes
582,C582,1517,D,1524,Trowel,Fill of post hole / pit [1524],"Friable, dark grey / brown silty clay loam <BR>Inclusions: 5-15% stones (S-A) (2-6mm);&nbsp; 1% charcoal;&nbsp; &nbsp;1% CBM<BR>Extent: 0.41m x 0.46m;&nbsp;&nbsp;&nbsp; Thickness: 0.15m<BR>Clear edge definition</P> &nbsp;</P> &nbsp;</P> {}",Fill of post hole / pit [1524]. Strat below (1461). Strat above [1524]. <BR>Plan no: 1517<BR>Sample no: 72</P> {}
583,C583,1518,F,0,,Post / stake hole filling 1526,"1. Mid brown but darkening gradually downwards  2. Friable 3. Silty clay loam  4. 5% stones, 1% charcoal, sub angular, 2- 6cm 5. 46cm x 54cm x 2/13cm deep with clear edge definition",Packing of similar dimensions to posthole 1517.
589,C589,1524,C,0,Trowel,Post hole cut containing (1517),"Circular in plan, measuring 0.48m x 0.48m with a depth of 0.19m<BR>Break of slope (top &amp; base): sharp<BR>U-shaped profile with straight sides and a flat base<BR>Contains (1517)</P> {}",Post hole cut containing (1517). Very uniform in shape with a packed gravel base and two large flints embedded in the wall of the cut on the north side. A smaller post hole is in very close proximity and had a very similar fill. See [1526] / (1518) and [1584] / (1580). <BR>Plan no: 1524<BR>Section no: 73</P> {}
590,C590,1525,D,0,Trowel,Shallow dump of dark earth in the corridor of building one.,"1. Dark brown  2. Friable  3. Sandy clay loam  4. 2% gravel, 1% sub angular pebbles, 15% CBM, 2-6mm 5. 2.33m x 1.15m x 4cm deep diffuse edge definition","Not a cut feature, possibly floor make up, irregularly shaped with few pottery finds."
591,C591,1526,C,0,Trowel,Cut for a small post hole containing 1518,"Irregular  2. Some sharp corners, but those to the east are not perceptible 55cm x 14cm deep with a pointed base",Cut extends on south east side before petering out. The fill extended from the post hole in an amporphous spread.
592,C592,1527,D,0,,Gravel make up for a floor surface in Room 1.,"35-70% gravel and frequent stones, 2-6cm, sub angular. 4.75m x 6.50m","Enclosed by Victorian trenches 1095, 1091, 1017, 1124 and 1038, cut through the middle of 1090."
593,C593,1528,D,0,,Spread of crushed brick enclosed by gravel make up 1527.,"1. Mid orange pink  4. crushed CBM (70%) and 5-15% pebbles, sub angular, 2-6cm 90cm x 65cm",Possible remains of  floor surface in Room 1 overlying the gravel 1527. May be the same context as 1529.
594,C594,1529,D,0,,Spread of crushed brick enclosed by gravel make up 1527,"1. Mid orange pink  4. 50% or more crushed CBM, moe intense in patches, 5-15% pebbles, gravel and chalk, sub angular and 2-6cm 30 x 80cm",Possible remains of floor surface in Room 1.
595,C595,1530,D,0,,Yellow clay spread  overlying gravel make up 1527 in room 1.,"1. Yellow clay  3. sandy clay 5-15% dark charcoal, gravel and pebbles. 170cm x 90cm",Northern side has been cut by possible robber trench 1535 and on the north west side by 1090. Possible levelling of floor surauface in Room 1.
596,C596,1531,F,0,,"Fill with high charcoal content, similar to (1792.",35-70&#037; gravel and pebbles and 1&#037; CBM. 45cm x 70cm.,Likely to be part of [1784]. Cut by Victorian trench 1090 Plan number 16.30 and section 176.
598,C598,1533,S,0,Trowel,"SE wall of room 3, House 1.","Linear, single course of knapped flint wall with 40% CBM inclusions. Some flints are rough and some are dressed. Bonded by a sandy loam with some clay and degraded mortar. SW part: 4m x 0.5m     NE part: 2m x 0.5m Clear but wavy edge definition","Wall at the south of rooms 2 and 3 in the NE house. See 1998 context card for the section at Room 3. Section at the south end of Room 2 consists of 3 courses with a homogenous bond and there is less CBM used in construction (this is a significant element, particularly of the top course of the more SW section of this wall). The most SE section is an extension 3271, added when southerly room of NE house was extended. 1533 is the top course only for the  southern section, all flints for northern section (separate number for make-up). Plan no: Part of wall plans for house 1 Section no: 317, 321, 345 Accuracy rating - 3  Use of reused  broken brick and tile, as rubble infill of wall. Truncated at junction with 1168."
600,C600,1535,C,0,Trowel,Cut for robber trench containing (1488) & (1771),"Linear in plan measuring 0.5-0.8m x 4.5m x 0.3m Break of slope (top & base): Gradual Slightly convex sides (50 degrees) with a flat base Contains (1488), (1771) Clear edge definition","Robber trench associated with the robbing out of wall 3201 and possibly also wall 1015. At the NE corner, the trench turns from it\'s SE/NW alignment towards the SW and continues for c.0.5m until it is truncated by Victorian trench [1124]. On the other side of [1124], cut [1017] continues on the same alignment as [1535] and is probably a continuation of the robbing disrupted by Victorian trenches. A remnant of the robbed out wall remains at the NE corner has been numbered 4076.  Plan no: 16.20"
605,C605,1540,C,0,,Posthole containing (1541),"1. Circular, 2. No  3. 400mm wide,  x 350mm x 250mm deep. 4. W/A 5. vertical  6. slightly concave clear edge definition",
606,C606,1541,F,0,,Fill of post hole 1540,"1. Dark grey brown  2. Friable  3. Sarndy clay  4. 35-70% pea gravel with 2% CBM fragments, sub angular to rounded, 2mm-20cm 250mm thick x 365mm with clear edge definition",No other notes
607,C607,1542,D,0,,Make up / levelling deposit under diagonal building.,"Yellow brown, sandy clay, friable soft containing  5-15&#037; stones, sub rounded, 6-20mm Variable extent, probably under &quot;diagonal&quot; building. 20cm thick Good edge definition 72cm  x 20cm deep.",Seen in section 100 where cut  by 1320. Under flint floor 1016 it becomes clay lining of pit [1021] ie. (1395).
608,C608,1543,S,0,,"Possibly earlier wall below falling line of 1533, House 1.","1. Yellowish grey  2. Silt   3. Compact  4. >70&#037; flints, , sub angular to sub rounded, 2mm-20cm.  52cm deep, 41cm wide, length unknown fairly good edge definition",roughly SE/NW orientation
609,C609,1544,D,0,Trowel,Large ' hearth' area or destruction level.,"1. Reddish yellow  2. gritty / silty   1-5% charcoal / burnt nails / chalk / plaster material, some tesselated areas, sub angular to sub rounded Good edge definition.  7m x 3.5m x 5cm deep",Many nails in area. Some magnetic response from burnt soil in places. Cut by Victorian trenches 1124 and 1123.
610,C610,1545,F,0,,Fill of robber trench 1700 along wall 1187.,"Ginger flecked grey , friable, coarse pea gravel / silty sand with frequent clay lenses. 4. >70&#037; small flints and gravels, sub rounded, 6-20mm. 5. 740cm x 110cm x 20cm thick",Cuts through wall 1163. Deposit similar to make-up of floors in Rooms 6 and 7.
611,C611,1546,F,0,Trowel,Small circular depression cutting into yellow clay floor surface.,"Dark grey / brown, friable, andy clay loam-ß<BR> <5% gravel inclusions, sub angular, 2-6mm-ß<BR>32cm x 20cm x 2.5cm thick-ß<BR>Clear edge definition.",Not found to be a post hole on excavation
617,C617,1552,S,0,Trowel,"SE outside wall of diagonal building, house 1. Replaced with 1174",No card,No card
618,C618,1553,S,0,Trowel,"NE outside wall of diagonal building, house 1.",Made up of flint nodules (25-30cm and 15-20cm) and CBM (<10cm). these are roughly faced and 1 course deep. NE facing external side and SW internal. 0.10m high x 0.36m wide x 12.1m long. Clear edge definition.,"NE wall of aisle along edge of Room 1, House 1. Section 342 showed a similar dirty clay bond between the flints as represented in Section 343 of wall 1165 therefore 1165 and 1553 are similar in construction. Section no: 342 N.B.  2002 change in stratigraphy (1153 being at the top)   1553 ---(3979) clay bond----[3980]"
626,C626,1561,C,0,Trowel,Feature cut into yellow clay and filled with (1546).,"Oval/extended circle  but irregular  with shallow break from edge to bottom at east end, but clear angular corners at west end.  E-W 32cm, N-S 20cm.  Gently undulating base and clear edge definition.","Could be a truncated post hole but unclear, may be a natural depression."
628,C628,1563,D,0,,Gravel layer seen throughout  sections in diagonal building.,"Light grey brown,silt/gravel, compact  containing >70&#037; stones, sub rounded, 2mm-6cm 170cm wide, 60cm deep Good edge definition  S","Similar to 1606 and butts against 1238. Could be a deliberate dump to raise floor level, or natural."
629,C629,1564,D,0,,Gravel foundation layer below 1015.,No card,No card
630,C630,1565,S,0,,"Earlier phase of wall below 1564, presumably house 1.",No card,No card and no plan
645,C645,1580,F,0,,Possible post pit with similar fill to 1518 and 1517.,"1. Greyish brown   2. Friable  3. Silty clay loam   4. 5-15% gravel, pottery, charcoal and red tile, sub angular, 6-20mm 56cm x 31cm x 12cm Diffuse edge definition",Cut by foundation trench to north wall of Building 1.
647,C647,1582,D,0,,Posthole / pit cut by Victorian Trench 1577 and foundation trench.,"1. Dark brown   2. Soft / friable   3. Silty sand   4. 5-15% gravel and CBM, sub angular, 6-20mm 55cm x 60cm x 20cm deep",
648,C648,1583,S,0,Trowel,Flint wall,"3 courses of a wall of roughly faced large flints, most of which measure over 200mm in width Bonded by gravelly soil (5Y 5/1 grey) (S-R) ranging in size from 2mm to 6cm Quite clear edge definition.","Flint wall - three courses in places with foundations more extensive than rest of the wall. Initially thought to be a repair to wall 1015, but was re-interpreted in 2001. It was found that part of  wall 1583 was actually part 1015. This leaves part of 1583 as a section of wall (same as 1168 but truncated by feature west of Room 3). Plans have been altered accordingly. In 2003, the flints were removed leaving large limestone. It is now seen as southern extension of flint foundation into link room. It is mirrored on the southern side of the link room by a single course of flints overlying earlier link room floor surface. Western wall of flint phase room truncated by late Roman activity (CB 2003). Section no: 86"
649,C649,1584,C,0,,Cut for post hole/pit containing (1580).,"1. Circular but cut in half by wall trench 2.3. 33cm x 54cm x 12cm  Sharp break of slope at top, variable edges gradual break os slope at base, undulating base.",
654,C654,1589,C,0,,Cut for possible post pit with fill (1582).,1. truncated by Victorian trenches 3. 58cm x 65cm x 27cm Variable breaks of slope and sides with an undulating / rounded base.,Quarter of feature remaining.cut by wall/Victorian trenches.
670,C670,1605,D,0,,"White gravel deposit, not excavated just shown as section in pit 1019.","1. White   2. Friable   3. Slightly clayey sand   4. 15-35% gravel, sub angular to sub rounded, 2mm-6cm thickness 33-14cm Reasonably clear",
671,C671,1606,D,0,,"Gravel deposit, not excavated but seen in pit 1019","1. Black   2. Quite compact and hard   3. Sandy clay. 4. 15-35% gravel, sub angular to sub rounded, 2mm-6cm",May extend througout diagonal building. 12-20cm
672,C672,1607,D,0,,"Clay lense fill of wall repair 1615, house 1, around wall 1583.","Yellow, friable, silty clay containing 5-15&#037;, sub angular and 2-20mm 5. 72cm long x 10cm Clear edge definition",No plan
673,C673,1608,C,0,Trowel,Possible floor cut,"Shape unknown. 30cm at deepest, 110cm wide at top. Reasonably sharp break of slope at top, rounded sides, gentle break of slope and curved base.  Clear edge definition on rounded side and reasonably clear on other side.",May extend throughout diagonal building and cuts gravel 1617. seen in pit (1019).
674,C674,1609,D,0,,"Gravel underlying wall, backfilling from foundation cut. Not excavated","1. Very dark grey  2. Soft and flexible when wet   3. Clayey silty sand 4. 5-15% gravel, sub angular and 6mm-6cm 25cm thick, extent unknown as just an observation in pit cut 1019",
680,C680,1615,C,0,,"Cut for wall repair, house 1, containing wall 1583","1 and 2 unknown 3. 28-55cm deep, extent unknown break of slopes are variable and sides also variable base is uneven Edge definition, ranging from clear to quite fuzzy. l",Not fully excavated. Observations from what is visible in pit. Cut out NW corner of Room 3 repairing walls 1015 and 1168.
681,C681,1616,F,0,,Yellow make up fill below flint floor of room in Diagonal building.  Not excavated.,"1. Pale yellow   2. Hard but pliable   3. Slightly silty clay 4. 1-5%, sub angular to rounded, 2mm-6cm 5. extent uncertain as observations made from pit. 110-130 wide at least at top",
