"REC_TYPE","FNO","TYPE","DETAILS"
"BF",7545,"D","Roman 1 bag 2001"
"SF",2025,"D","Quernstone fragment"
"SF",2257,"D","Damaged"
"SF",2257,"C","<SPAN>COLEM: C210604. Date in: 06-12-01. Date finished: 17-01-02. Condition: Poor. Surface encrusted with compacted burial deposits. These are ingrained in the remains of a dark patina although this is largely missing, except in the centre. Most of the surface consists of pale friable corrosion. Both patina and lower surface are very fragile, preventing the complete removal of the burial deposits. However, they no longer appear to be actively corroding. Treatment: Removed&nbsp; corrosion/burial deposits &nbsp;- small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. &nbsp;Air dried. Lacquered - Incralac, 50% in toluene.&nbsp;&nbsp;</SPAN>"
"BF",7581,"D","1 bag from 1998"
"BF",7584,"D","2 bags from 1998"
"BF",7586,"D","1 bag from 1998"
"BF",7587,"D","1 bag from 1998 kept"
"BF",7588,"D","1 bag from 1998"
"BF",7771,"D","1 bag from 1998 and 1 bag from 1999 Roman including Samian 2 bags 2001"
"BF",7774,"D","2 bags from 1998 Nail 1 bag 2001"
"BF",7775,"D","2 bags from 1998 Roman 1 bag 2001"
"BF",7778,"D","2 bags from 1998"
"SF",965,"D","<p>Samian base with stamp (1998)</p><p><table style="
"SF",966,"D","<p>Samian (1998)</p><p><table style="
"SF",801,"D","Or engraving tool."
"SF",803,"D","<P><SPAN></SPAN>Upper part of wire Nauheim derivative brooch</P>"
"SF",803,"C","<SPAN>COLEM: C200125. Date in: 23-02-00. Date finished: 16-03-00. Condition: Some areas of bulky corrosion overlying a largely intact, patinated surface. Some areas of pale corrosion (active) on patina. Treatment: Removed&nbsp; corrosion - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. &nbsp;Air dried. Lacquered - Incralac, 50% in toluene. </SPAN>"
"SF",810,"D","Brooch, rear part of bow and pin rest missing."
"SF",810,"C","<SPAN>COLEM: C200129. Date in: 23-02-00. Date finished: 28-03-00. Condition: Object is in good condtion and has only a slight layer of burial deposit on areas of the surface. It has a compact blue patina. This is missing from the end of pin and a metal core is exposed. Treatment: Removed&nbsp; corrosion where possible - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. &nbsp;Air dried. Lacquered - Incralac, 50% in toluene.&nbsp;&nbsp;</SPAN>"
"SF",854,"D","<p>Samian stamp fragment (...EXI..) (1998)</p><p><table style="
"SF",948,"D","Knife possibly. Handle, 110mm long, circular in section, blade wider and flat."
"SF",951,"D",
"SF",963,"D","Samian fragment, Drag 37, mid 2nd century."
"BF",7772,"D","Unident, 90x80x30, 3200g, 59pcs, 1997 Tegula, 90x60x25, 800g, 8pcs, 1997 Imbrex, 130x60x20, 200g, 2pcs, 1997"
"SF",2225,"D","A hinged broochwith most of pin missing; ,  four rectangular enamelled panels with knurled mouldings on bow ; plain foot; small toe knob with circle of enamel."
"SF",2225,"C","<SPAN>COLEM: C210596. Date in: 06-12-01. Date finished: 04-02-02. Condition. Poor. Top of brooch has been damaged which has removed most of the enamel and also the patina from the surrounding edges. The remaining enamel is extremely deteriorated and flaking. The lower surface of the brooch is still encrusted with burial deposits mixed with bulky corrosion. Beneath this the surface retains areas of dark green patina although this is irregular and rough. Areas of iron corrosion disrupting surface where pin was attached. The whole is very fragile. Treatment: Removed burial deposits / corrosion - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. &nbsp;Air dried. Lacquered - Incralac, 50% in toluene. Consolidated enamel - Paraloid B72, 0.5% in acetone/IMS, 50:50.</SPAN>"
"SF",2324,"D","Copper alloy fragment"
"BF",7881,"D","1 bag from 1998 and 1 bag from 1999"
"BF",7883,"D","1 bag from 1998"
"BF",7884,"D","1 bag from 1998 and 1 bag from 1999"
"BF",7885,"D","<SPAN> <P class=MsoNormal style="
"BF",7887,"D","1 bag from 1998"
"BF",7888,"D","1 bag from 1998"
"BF",7890,"D","1 bag from 1998"
"SF",916,"D","Complete pot in fragments Sample taken from inside the pot :916 - contains gravel, shale a small amount of grey pottery and a few tiny fragments of bone"
"SA",20,"D","<P><SPAN></SPAN>15 litres processed in 1998.</P>"
"SA",84,"D","<P><SPAN></SPAN>13 litres processed in 1998.</P>"
"SF",827,"D","Small triangular sheet fragment with raised rim."
"BF",7961,"D","1 bag from 1998"
"BF",7963,"D","1 bag from 1998"
"BF",7964,"D","2 bags from 1998"
"BF",7965,"D","<SPAN><SPAN lang=EN-GB style="
"BF",7966,"D","1 bag from 1998"
"BF",7967,"D","1 bag from 1998"
"BF",7968,"D","2 bags from 1998"
"BF",7968,"D","<SPAN> <P class=MsoNormal style="
"BF",7970,"D","Oyster Shell, 8.64g 1998"
"SF",651,"D",
"SF",652,"D","Legible Barbarian radiate Tetricus I, (271-285)."
"SF",652,"D","Arbitrary co-ordinates based on knowledge that the coin came from Zone 15B"
"SF",652,"C","<SPAN>COLEM: C200312. Date in: 14-06-00. Date finished: 25-07-00. Condition: Surface obscured by layer of pale powdery corrosion mixed with burial deposits. Under these is a pale blue patinated surface discoloured from burial. This layer is intact and has the remains of a worn design. Treatment: Removed corrosion/burial deposits &nbsp;- small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. &nbsp;Air dried. Lacquered - Incralac, 50% in toluene </SPAN>"
"SF",674,"D","Tiny"
"SF",678,"D","Legible, irregular Constantine II, VOTA type 322-3+"
"SF",678,"C","<SPAN>COLEM C200317. Date in: 14-06-00. Date finished: 25-07-00. Condition: Powdery corrosion and burial deposits overlying an extremely fragile patinated surface. This retains clear detail but has partially flaked away on both sides to expose a pitted green core. Treatment: Removed&nbsp; corrosion/burial deposits where possible - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. &nbsp;Air dried. Lacquered - Incralac, 50% in toluene </SPAN>"
"SA",49,"D","<P><SPAN></SPAN>7.5 litres processed in 1998.</P>"
"BF",8021,"D","Roman, one bag"
"BF",8024,"D","One bag of nails"
"SF",683,"D","Complete,rectangular eye."
"SF",702,"D",
"BF",8511,"D","1 bag from 1998"
"BF",8513,"D","1 bag from 1998"
"BF",8514,"D","One bag of nails"
"BF",8515,"D","<SPAN><SPAN lang=EN-GB style="
"BF",8518,"D","1 bag from 1998"
"SA",51,"D","<P><SPAN></SPAN>4 litres processed in 1998.</P>"
"BF",8581,"D","1 bag from 1998"
"BF",8585,"D","1 bag from 1998"
"BF",8588,"D","1 bag from 1998"
"BF",8621,"D","1 bag from 1998 and 1 bag from 1999"
"BF",8623,"D","one bag"
"BF",8624,"D","two bags of nails from 1998 and 1 bag from 1999"
"BF",8625,"D","<SPAN><SPAN lang=EN-GB style="
"BF",8628,"D","1 bag from 1998 and 1 bag from 1999"
"SA",36,"D","<P><SPAN></SPAN>19 litres processed in 1998.</P>"
"SA",57,"D","<P><SPAN></SPAN>8 litres processed in 1998.</P>"
"BF",8622,"D",
"SF",746,"D","<p>Strip or plaque fragment</p><p>[N.Crummy 18/05/06]</p>"
"SF",746,"C","<p>Deselected</p><p>[N.Crummy 18/05/06]</p>"
"BF",8951,"D","1 bag from 1998"
"BF",8954,"D","1 bag from 1998"
"BF",8958,"D","1 bag from 1998"
"SF",742,"C","<SPAN>COLEM: C200113. Date in: 23-02-00. Date finished: 28-03-00. Condition: Surface obscured by burial deposit and some powdery corrosion. Roughly half of the object retains a patinated surface which is fragile. Where this is missing, a pitted metallic surface is visible. Treatment: Removed&nbsp; corrosion - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. &nbsp;Air dried. Lacquered - Incralac, 50% in toluene. </SPAN>"
"SF",742,"D","<p>Fragment of crenellated/cog-wheel armlet; plain tapering terminal - from hook and eye fastening?</p><p>[N.Crummy 18/05/06]</p>"
"BF",8971,"D","1 bag from 1998"
"BF",8974,"D","One bag of nails, two other bags including slag from 1998"
"BF",8975,"D","1 bag from 1998"
"BF",8977,"D","1 bag from 1998"
"BF",8978,"D","1 bag from 1998"
"SF",814,"D","Iron ?square-section strip bent into penannular ring; probably a shank rather than a ring fragment. Delaminating. Not yet X-rayed. [28/06/2006 N Crummy]"
"SF",856,"D","<p>Small white ware counter, worn but slightly irregular edge.</p><p>[N.Crummy 18/05/06]</p>"
"SF",856,"C","<p>Deselected</p><p>[N.Crummy 18/05/06]</p>"
"BF",9101,"D","1 bag from 1998"
"BF",9103,"D","One bag"
"BF",9104,"D","One bag of nails and one bag of slag from 1998"
"BF",9105,"D","1 bag from 1998"
"BF",9107,"D","1 bag from 1998"
"SF",789,"D","<p>Angular U-shaped ?staple or dog</p><p>[N.Crummy 18/05/06]</p>"
"SF",789,"C","<p>Deselected</p><p>[N.Crummy 18/05/06]</p>"
"SF",774,"D","<p>Fragment of a coil from a brooch spring</p><p>[N.Crummy 18/05/06]</p><p>&nbsp;</p>"
"SF",774,"C","<p>Deselected </p><p>[N.Crummy 18/05/06]</p>"
"BF",9571,"D","Roman, one bag."
"BF",9573,"D","One bag."
"BF",9574,"D","One bag of nails and one bag of other"
"BF",9578,"D","One bag of assorted animal bones"
"BF",9611,"D","Roman including Samian, one bag."
"BF",9614,"D","One bag of nails including a spike"
"BF",9615,"D","Roman, one bag."
"SF",807,"D","<p>Globular bead of green (self-coloured) glass.</p><p>[N.Crummy 18/05/06]</p><p>&nbsp;</p><p>&nbsp;Very similar to SF718, possibly from same necklace. </p>"
"SF",807,"C","<p>Deselected</p><p>[N.Crummy 18/05/06]</p>"
"SF",838,"D","<p>Plain curved strip of narrow D-shaped section, probably part of an armlet</p><p>[N.Crummy 18/05/06]</p>"
"SF",838,"C","<p>Deselected</p><p>[N.Crummy 18/05/6]</p>"
"BF",9654,"D","1 bag of nails."
"BF",9658,"D","1 bag of assorted bone"
"SA",56,"D","<P><SPAN></SPAN>13 litres processed in 1998.</P>"
"SF",903,"D","Small slightly bent."
"SF",904,"D","Broken shaft."
"BF",9721,"D","1 bag of Roman, including samian. Roman 1 bag 2001"
"BF",9724,"D","1 bag of nails."
"BF",9725,"D","Roman, 1 bag."
"BF",9728,"D","1 bag of bone."
"BF",9741,"D","1 bag of Roman including samian."
"BF",9743,"D","1 bag"
"BF",9744,"D","1 bag of nails"
"BF",9745,"D","1 bag of Roman glass."
"SF",805,"D","Composite boss with tin-lead solder under dome. May have had an outer flanged element. [11/04/2006 N.crummy]"
"BF",9761,"D","1 bag of Roman including samian."
"BF",9764,"D","1 bag of nails."
"BF",9765,"D","1 bag of Roman."
"BF",9767,"D","1 bag of unworked kept."
"BF",9768,"D","1 bag of assorted bone."
"SF",806,"D","Knife blade possibly"
"BF",9771,"D","1 bag of Roman including Samian."
"BF",9774,"D","1 bag of nails and 1 of slag."
"SF",830,"D","Shaft fragment; self-coloured blue/green, translucent."
"BF",9881,"D","1 bag of Roman including samian."
"BF",9883,"D","1 bag"
"BF",9884,"D","1 bag of nails and 1 bag of slag."
"BF",9885,"D","1 bag of Roman glass."
"BF",9882,"D",
"BF",9886,"D","1 tessera of Dolomite Cementstone 1998<br /><span style="
"BF",9981,"D","1 bag of Roman, including samian."
"BF",9983,"D","1 bag"
"BF",9984,"D","1 bag of nails."
"BF",9987,"D","1 bag of unworked stone kept."
"BF",9988,"D","1 bag of assorted bone and teeth."
"BF",10171,"D","1 bag of Roman."
"BF",10175,"D","1 bag of Roman glass."
"BF",10311,"D","1 bag from 1999"
"BF",10331,"D","Roman 1 bag 2001"
"BF",10331,"D","Roman. 1 bag 2003"
"SF",2617,"D","Ceramic gaming counter. [sig:08/01/2003 KTOOTELL]   Grey ware base of ?beaker, the junction of wall and base fairly neatly trimmed. See SF2348 for comments on counters. [11/04/2006 N.Crummy]"
"SF",784,"D","Ring shape with rectangular section, internal diameter 11mm, thickness widens to form circular area. Assigned to 1410 in small finds book."
"SF",798,"D","Pot sherds. Assigned to overlying context 1410 in small finds book,"
"BF",10441,"D","Roman including Samian 1 bag 2001 <467>"
"BF",10443,"D","Tesserae & Flue Tile 1 bag 2001 <467>"
"BF",10444,"D","Nails 1 bag and Other 1 bag 2001  <467>"
"BF",10445,"D","Glass 1 bag 2001"
"BF",10446,"D","1x tessera of Earthy Dolomite Cementstone 2001<br /><span style="
"BF",10448,"D","Animal including teeth 1 bag 2001 <467>"
"BF",10450,"D","Charcoal 1 bag and Calcite 1 bag 2001 <467>"
"SF",2198,"D","<p>Fragment of link from fine chain of loop-in-loop type</p><p>[N.Crummy 18/05/06]</p>"
"SF",2198,"C","<SPAN>COLEM: C210590. Date in: 06-12-01. Date finished: 17-01-02. Condition: Very fragile. When received was embedded in soil block, surrounded by bulky corrosion products. Beneath these the wire has a rough surface layer consisting of patina and other corrosion products. This is beginning to spall off, revealing areas of paler friable corrosion over a cuprite centre. Treatment: Removed burial deposits / corrosion - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. &nbsp;Air dried. Lacquered - Incralac, 50% in toluene</SPAN>"
"SA",571,"D","<SPAN>8 litres of soil processed in 2002. Sample taken from gravel layer of floor.</SPAN>"
"BF",10451,"D","2 bags of Roman, including samian."
"BF",10457,"D","2 bags kept."
"BF",10458,"D","1 bag of bone."
"BF",10531,"D","1 bag"
"BF",10538,"D","1 bag of assorted bone."
"BF",10540,"D","1 bag"
"SF",930,"D","<p>Tapering strap-end with split socket secured by a central rivet (now missing)</p><p>[N.Crummy 18/05/06]</p>"
"SF",930,"C","<p>Deselected</p><p>[N.Crummy 18/05/06]</p>"
"BF",10801,"D","1 bag"
"SF",945,"D","<p>Illegible Probably a FEL TEMP&nbsp;falling horseman copy ---- Arbitrary co-ordinates based on the knowledge that the coin is from Zone 16A [sig:05/06/2003 KTOOTELL] </p><p>&nbsp;</p><p>Fel temp reparatio 'fallen horseman' copy, 350's (E.Besly 22.6.06)</p><p><span style="
"SF",945,"C","<SPAN>COLEM: C200201. Date in: 20-04-00. Date finished: 06-06-00. Condition: Powdery corrosion and burial deposits obscuring surface. Beneath corrosion layer is a compact patinated surface retaining some, rather worn detail. This patinated surface is flaking revealing a powdery green core. Treatment: Removed corrosion/burial deposits &nbsp;- small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. &nbsp;Air dried. Lacquered - Incralac, 50% in toluene </SPAN>"
"BF",10821,"D","1 bag"
"BF",10824,"D","1 bag of nails"
"BF",10825,"D","1 bag"
"BF",10831,"D","Roman. 1 Bag 2003"
"BF",10834,"D","Nails. 20g 2003"
"BF",10838,"D","Animal bone. 1g 2003"
"SF",880,"D","Fragment with residue"
"BF",11221,"D","1 bag from 1998 Roman 1 bag 2001 <440>"
"BF",11224,"D","1 bag of nails Nails 1 bag and Other 1 bag 2001 <440>"
"BF",11228,"D","1 bag 1 bag 2001 <440>"
"BF",11223,"D","1 bag 2001 <440>"
"BF",11230,"D","Charcoal 1 bag 2001 <440>"
"SF",877,"D","An oval loop dished object with an irregular extension at one end and a short spine or tang sticking down at the other (DR)."
"BF",11361,"D","1 bag"
"BF",11364,"D","1 bag of other, and 1 bag of nails"
"BF",11362,"D","Unident, 140x90x20, 1900g, 12pcs, 1997 Imbrex, 80x70x10, 200g, 2pcs, 1997"
"BF",11401,"D","Roman including Samian 1 bag 2001 <455>"
"BF",11403,"D","3 bags 2001 <434> <455> <456>"
"BF",11404,"D","Nail 1 bag <434> <436> and Other 1 bag <429> <456> <455> 2001"
"BF",11405,"D","1 bag <455> 2001"
"BF",11408,"D","1 bag <456> <455> 2001"
"BF",11410,"D","Charcoal 1 bag <456> 2001"
"SF",2173,"D","Fragment of decorated bone"
"BF",11541,"D","1 bag"
"BF",11548,"D","1 bag"
"SF",962,"D","<p>Curved moulded strip, possibly the flange from a large stud head or a moulding from a lock-plate.</p><p>[N.Crummy 18/05/06]</p>"
"SF",962,"C","<p>Deselected</p><p>[N.Crummy 18/05/06]</p>"
"SF",971,"C","<SPAN>COLEM: C200108. Date in: 23-02-00. Date finished: 16-03-00. Condition: Very little corrosion to the surface and in good condition. Good remaining detail of scalloped edge. Treatment: Machanical removal of corrosion with scalpel.Stabilised using BTA in&nbsp;3%&nbsp;IMS under vacuum. Rinsed - IMS.&nbsp;&nbsp;&nbsp; Lacquered&nbsp;with Incralac in&nbsp;50%&nbsp;toluene. </SPAN>"
"SF",971,"D","<p><span></span>Fragment of crenellated/cog-wheel type armlet</p><p>[N.Crummy 18/05/06]</p>"
"SF",979,"D","<p>Convex, with flanged rim extending to point on one side.</p><p>[N.Crummy 18/05/06]</p>"
"SF",979,"C","<p>Deselected</p><p>[N.Crummy 18/05/06]</p>"
"SF",983,"D","<p>House of Valentinian&nbsp;<br />SECURITAS REPUBLICAE&nbsp;<br />364-378 (E.Besly 22.6.06)</p><p><span style="
"SF",983,"C","<SPAN>COLEM: C200205. Date in: 20-04-00. Date finished: 30-05-00. Condition: Encrustation of powdery and hard corrosion products over surface. Underneath is a compact patinated layer retaining some of the design. This is extremely fragile and has flaked away at the edges and particularly on the obverse, exposing a green powdery core. Treatment: Removed corrosion where possible - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. &nbsp;Air dried. Lacquered - Incralac, 50% in toluene </SPAN>"
"BF",11562,"D","Unident, 120x80x40, 800g, 12pcs, 1997 Unident, 100x90x20, 1500g, 24pcs, 1997 Tegula, 120x110x25, 600g, 2pcs, 1997 Imbrex, 80x80x10, 300g, 7pcs, 1997"
"BF",11641,"D","1 bag from 1999"
"BF",11643,"D","1 bag"
"BF",11644,"D","1 bag"
"BF",11711,"D","1 bag from 1999"
"BF",11713,"D","1 bag from 1999"
"BF",11714,"D","2 bags from 1999"
"BF",11718,"D","1 bag from 1999"
"BF",11720,"D","1 bag from 1999"
"BF",11712,"D","Tessera, 25x25x25, 250g, (kept), 1999"
"BF",11791,"D","1 bag marked in 1999"
"BF",11794,"D","1 bag marked in 1999"
"BF",11798,"D","1 bag"
"SF",974,"D","Samian base"
"BF",11871,"D","1 bag"
"BF",11874,"D","1 bag of slag and 1 bag of nails"
"BF",11877,"D","1 bag"
"BF",11878,"D","1 bag"
"BF",11188,"D",
"BF",11888,"D","1 bag"
"BF",11881,"D","1 bag"
"BF",12061,"D","Roman inc Samian 1 bag, 2000"
"SF",1015,"D","Ring iron maybe"
"BF",12151,"D","Roman. 1 bag 2003"
"BF",12154,"D","Nails. 5g 2003"
"BF",12178,"D","Animal bone 25g 2005 <span class="
"BF",12181,"D","Roman pottery, 25g 2006<br /><span style="
